Name,Year of release,Image,title,country origin,Number of Episode,Aired Date,original network,Duration,Content Rating,Rating,Rank,popularity,watcher,Synopsis,Genre,Tags,Cast,watch on,director,Aired On,,,,,
Strangers from Hell,2019,https://i.mydramalist.com/4p2vdc.jpg?v=1,Strangers from Hell,South Korea,10,"Aug 31, 2019 - Oct6, 2019",OCN,50 min,Not Yet Rated,8.6,127,167,"33,190","Yoon Jong Woo is a young guy in his 20s who moves from the countryside to Seoul after his college friend, Jae Ho, offers him a job. While looking for a place to live, he stumbles upon Eden Gosiwon, a cheap hostel that shares the kitchen and bathroom with other residents. He is not thrilled about the quality of the place or the other abnormal residents, such as his next-door neighbor Seo Moon Jo, a charismatic dentist. Nevertheless, Jong Woo decides to put up with it for 6 months until he saves enough money to move out. However, mysterious events start occurring in the apartment, causing Jong Woo to begin fearing the apartment's residents.

(Source: MyDramaList)

~~ Adapted from a webtoon of the same title by Kim Yong Ki.","Comedy,Law","Thriller,Horror,Psychological,Drama",Im Shi Wan Yoon Jong WooMain RoleLee Dong Wook Seo Moon JoMain RoleLee Jung Eun Eom Bok Soon [Owner of Eden Goshiwon]Support RoleAhn Eun Jin Seo Jung Hwa [Policewoman]Support RolePark Jong Hwan Byun Deuk Jong | Byun Deuk Soo [Twin brothers who respectively live in rooms 306 and 307]Support RoleLee Joong Ok Hong Nam Bok [A resident who lives in room 313]Support Role,Netflix  Prime Video ,,"Saturday, Sunday",,,,,
Law of the Jungle in Mexico,2018,https://i.mydramalist.com/ndNY6c.jpg?v=1,Law of the Jungle in Mexico,South Korea,11,,SBS,30 min,15+ - Teens 15 or older,8.2,7692,7670,525,"Law of the Jungle (Hangul: 정글의 법칙; RR: Jeonggeul-eui Beopchik) is a South Korean reality-documentary show that airs on SBS. Each episode features celebrities sent to survive in remote locations around the world. The show was first aired on October 21, 2011. The show's 300th episode aired in 2018.
 
Law of the Jungle in Mexico is the 37th season.

(Source: Wikipedia)","Friendship,Psychological,Romance,Drama",,Kim Byung Man Main HostOh Man Suk [24 Hours Pirate Ship Survival] (1st Half)GuestHan Da Gam 24 Hours Pirate Ship Survival (1st Half)GuestChoi Jung Won 24 Hours Pirate Ship Survival (1st Half)GuestSeo Eun Kwang 24 Hours Pirate Ship Survival (1st Half)GuestIm Hyun Shik 24 Hours Pirate Ship Survival (1st Half)Guest,Viki   K-DRAMA  ,,Friday,,,,,
Mother,2018,https://i.mydramalist.com/dRPqdc.jpg?v=1,Mother,South Korea,16,,tvN,50 min,13+ - Teens 13 or older,9,24,300,"22,226","Realizing one of her students is being abused, school teacher and bird researcher Soo Jin impulsively kidnaps the girl and acts as a substitute mother in an attempt to take care of her.

(Source: MyDramaList)","Romance,Drama,Family,Melodrama","Mother-Daughter Relationship, Independent Female Lead, Orphan Female Lead, Smart Female Lead, Child Abuse, Adoption, Strong Female Lead, Child, Motherhood, Psychopath",Lee Bo Young Kang Soo JinMain RoleHeo Yool Kim Hye Na / Kim Yoon BokMain RoleLee Hye Young Kang Yeong Shin / Cha Yeong ShinMain RoleGo Sung Hee Shin Ja YoungSupport RoleLee Jae Yoon Jeong Jin HongSupport RoleGo Bo Gyeol Kang Hyun JinSupport Role,Viki   K-DRAMA  ,,"Wednesday, Thursday",,,,,
Cross,2018,https://i.mydramalist.com/lyB7Nc.jpg?v=1,Cross,South Korea,16,,tvN,50 min,15+ - Teens 15 or older,7.9,1459,1505,"5,293","Kang In-Kyu’s father was brutally murdered 13 years ago. To take revenge on those who are responsible for his father’s death, he becomes a doctor. Kang In-Kyu volunteers at a prison medical office where the murderer is imprisoned.

(Source: AsianWiki)","Friendship,Psychological,Romance,Drama",,Go Kyung Pyo Kang In KyuMain RoleJo Jae Hyun Go Jung HoonMain RoleJeon So Min Go Ji InMain RoleUhm Ji Sung Kang In Gyu [Young]Support RoleKim Jong Goo Lee Sang HoonSupport RoleKim Ji Han Lee Joo HyukSupport Role,K-DRAMA  ,,"Monday, Tuesday",,,,,
Longing Heart,2018,https://i.mydramalist.com/826d2c.jpg?v=1,Longing Heart,South Korea,10,,OCN,50 min,15+ - Teens 15 or older,7.8,2148,840,"9,620","The original source material is a fantasy-mystery rom-com webtoon that was released from May 2015 to June 2016, with a time-slip element. A man named Shin Woo regrets letting his first love go ten years ago because he didn’t have the courage to confess. However, he gets the chance to win her again when he travels back in time, and this time he’s armed with the knowledge that she liked him back then too. He tries to help his younger self to win her heart but unfortunately, he turns out to be a competitor tohimself as the girl starts to crush on older Shin Woo . The plot thickens as present and past tangles when he starts to find out the reason they got separated.","Action,Romance,School,Drama,Martial Arts,Fantasy",,Lee Jung Shin Kang Shin WooMain RoleSeo Ji Hoon Kang Shin Woo [Young]Main RoleLee Yeol Eum Han Ji SooMain RoleKim Min Seok Kim Min SeokSupport RoleMin Do Hee Jang So RaSupport RoleLee Joo Hyung Choo Geun DeokSupport Role,Netflix SubscriptionViki  Kocowa Subscription,,"Monday, Tuesday",,,,,
Radio Romance,2018,https://i.mydramalist.com/6y0npc.jpg?v=1,Radio Romance,South Korea,16,,KBS2,50 min,13+ - Teens 13 or older,7.6,3035,181,"31,715","Song Geu Rim is a radio program writer who isn't exactly talented in writing. She's got the passion, initiative, and drive, but due to her lack of writing skills, she still remains an assistant writer. When she was young, the radio was the only thing in the world that she could share with her blind mother. She was consoled by the sounds of the radio and loved it more than anything, so she became a writer. When her radio program is on the verge of cancellation, she succeeds in casting top actor Ji Su Ho, who can't do anything without a script.
(Source: KBS World)","Thriller,Mystery,Sci-Fi",,Kim So Hyun Song Geu RimMain RoleYoon Doo Joon Ji Soo HoMain RoleYoon Park Lee KangMain RoleYura Jin Tae RiMain RoleLee Re Geu Rim [Young]Support RoleKwak Dong Yeon JasonSupport Role,Netflix SubscriptionViki  Kocowa Subscription,,"Monday, Tuesday",,,,,
Misty,2018,https://i.mydramalist.com/q2WrDc.jpg?v=1,Misty,South Korea,16,,jTBC,50 min,15+ - Teens 15 or older,8.3,474,908,"8,902","Go Hye Ran is an ambitious anchorwoman for the popular news show, News 9. She is passionate about her job and doesn't stop until she gets what she wants. One day, she meets an old lover and his wife and gets tangled in a murder case. Her husband Kang Tae Wook, who is a public defender, decides to defend his wife and fix their failed marriage.

(Source: MyDramaList)","Action,Thriller,Mystery,Comedy",,Kim Nam Joo Go Hye RanMain RoleJi Jin Hee Kang Tae WookMain RoleJeon Hye Jin Seo Eun Joo [Kevin Lee's wife]Support RoleIm Tae Kyung Ha Myung Woo [Prisoner]Support RoleGo Jun Kevin Lee / Lee Jae YoungSupport RoleJin Ki Joo Han Ji Won [Anchorwoman]Support Role,Netflix  Viki  ,,"Friday, Saturday",,,,,
Return,2018,https://i.mydramalist.com/bKKlVc.jpg?v=1,Return,South Korea,34,,SBS,50 min,15+ - Teens 15 or older,7.8,2017,2058,"3,712","Choi Ja Hye is a famous television lawyer and Dok Go Yeong is a hot-tempered detective. Ja Hye is hired to defend a member of a chaebol family, but the pair ends up working together on the murder case, where the suspects are all friends in the elite class.
(Source: SBS International)","Romance,Family,Melodrama",,Go Hyun Jung Choi Ja Hye (Ep.1-15)Main RolePark Jin Hee Choi Ja Hye (Ep.16-32)Main RoleLee Jin Wook Dok Go YoungMain RoleShin Sung Rok Oh Tae SukMain RoleBong Tae Kyu Kim Hak BumMain RolePark Ki Woong Kang In HoMain Role,Viki SubscriptionSBS World Kocowa  ,,"Wednesday, Thursday",,,,,
Eulachacha Waikiki,2018,https://i.mydramalist.com/RPjLrc.jpg?v=1,Eulachacha Waikiki,South Korea,20,,jTBC,50 min,15+ - Teens 15 or older,8.6,137,104,"43,764","Three very different young men – Dong Goo, the bad luck incarnate who dreams of becoming a film director, Joon Ki, an eccentric actor who performs to make a living, and Doo Shik, a lancer writer who fiddles around doing nothing most of the time - open a guest house named “Waikiki” in Itaewon where many foreigners come to stay.Although they have no clue how to run it, they’re eager to earn money to pay for the production of their upcoming film.

Joined by Dong Goo’s younger sister Seo Jin, who actually manages the household in Waikiki; single mother Yoon Ah, who has made an unexpected landing in the guest house with her mysterious baby; and Dong Goo’s ex-girlfriend Soo Ah, they all start living together in an uncomfortable and suspicious atmosphere.
(Source: JTBC)","Psychological,Comedy,Romance","Housemates, Bromance, Friends To Lovers, Motherhood, Cohabitation, Babysitting, Single Mother, Childhood Friends, Secondary Couple, Multiple Couples",Kim Jung HyunKang Dong GooMain RoleLee Yi Kyung Lee Joon Ki Main RoleSon Seung Won Bong Doo Shik Main RoleJung In Sun Han Yoon AhMain RoleGo Won Hee Kang Seo JinMain RoleLee Joo Woo Min Soo AhMain Role,Netflix  WeTV   Viki   iflix ,,"Monday, Tuesday",,,,,
Children of a Lesser God,2018,https://i.mydramalist.com/yE6K3c.jpg?v=1,Children of a Lesser God,South Korea,16,,OCN,50 min,15+ - Teens 15 or older,8,1230,1691,"4,636","Chun Jae In is an elite detective with a genius IQ, who guided by only facts, logic, and numbers. Meanwhile, Kim Dan is a rookie detective who has the ability to see people's deaths in certain cases, sometimes before and sometimes after the actual death takes place. They work together to uncover a conspiracy involving a powerful organization.
(Source: KoreanDrama.org)","Baek Sang Hoon,Lee Eung Bok",,Kang Ji Hwan Chun Jae InMain RoleKim Ok Bin Kim DanMain RoleShim Hee Sub Joo Ha MinMain RoleLee Elijah Baek Ah HyunMain RoleHan Seo Jin Kim Dan [Young]Support RoleLee Jae Yong Kook Han JooSupport Role,K-DRAMA  ,,"Saturday, Sunday",,,,,
Short,2018,https://i.mydramalist.com/WbJyPc.jpg?v=1,Short,South Korea,4,,"OCN,Viki",60 min,15+ - Teens 15 or older,7.7,2323,3311,"2,013","Kang Ho Young is a short track speed skater. He learned how to skate at a small skating rink in the countryside. He was scouted by Kangbaek University which is famous for short track speed skating. There, he meets Park Eun Ho who is referred to as ""The King of Short Track Speed Skating."" He is the only child from a prestigious family in sports, but Park Eun Ho has been in a slump.

Kang Ho Young and Park Eun Ho compete against each other and form a friendship. They both love Yoo Ji Na who is auditioning to become a member of a girl group.","Comedy,Romance,Drama,Melodrama,Supernatural",,Kang Tae Oh Kang Ho YoungMain RoleYeo Hoe Hyun Park Eun HoMain RoleKim Do Yeon Yoo Ji NaSupport RoleNoh Jong Hyun Maeng Man Bok Support RolePark So Eun Maeng Man HeeSupport RoleYoo Ha Joon Son Seung Tae Support Role,Viki  ,,"Monday, Tuesday",,,,,
"TV Novel: Waves, Waves",2018,https://i.mydramalist.com/O5boPc.jpg?v=1,"TV Novel: Waves, Waves",South Korea,143,,KBS2,60 min,15+ - Teens 15 or older,6.6,24337,99999,185,A human family drama depicting the story of a family of five women who lost their property and became separated families after the war.,"Romance,Life,Drama,Family,Melodrama",,Jay Kim Cha Sang PilMain RolePark Jung Wook Han Kyung HoMain RoleJo Ayoung Oh Bok ShilMain RoleJang Jae Ho Oh Jung HoonSupport RoleLee Shi Hoo Oh Jung WooSupport RoleLee Kyung Shil Yang Mal SoonSupport Role,Viki  ,,"Monday, Tuesday, Wednesday, Thursday, Friday",,,,,
Are You Human Too?,2018,https://i.mydramalist.com/ZeVdY_4c.jpg?v=1,Are You Human Too?,South Korea,36,,KBS2,60 min,15+ - Teens 15 or older,8.3,485,78,"50,187","The drama tells of an android called Nam Shin III who must pretend to be the son of a rich family when the real Nam Shin falls into a coma. 

Nam Shin's mother, Oh Ro Ra, is a genius on brain technology and artificial intelligence (AI) so when her son, the real Nam Shin, is taken away from her at a young age, in her grief she creates an android that looks exactly like her son and has it grow up in the place of Nam Shin. 

But when Nam Shin, who is a third generation heir to PK group, gets in an accident and is comatose, the android Nam Shin III must learn how to take his place. 

(Source: AJ at MyDramaList)","Mystery,Drama",,Seo Kang Joon Nam Shin | Android Nam Shin IIIMain RoleGong Seung Yeon Kang So BongMain RoleLee Joon Hyuk Ji Young HoonMain RolePark Hwan Hee Seo Ye NaMain RoleKim Sung Ryung Oh Ro RaMain RoleYoo Oh Sung Seo Jong GilMain Role,Viki   Netflix ,,"Monday, Tuesday",,,,,
My Husband Oh Jak Doo,2018,https://i.mydramalist.com/X8e6nc.jpg?v=1,My Husband Oh Jak Doo,South Korea,24,,MBC,60 min,15+ - Teens 15 or older,7.6,2965,1368,"5,825","Han Seung Joo has chosen to stay single. She cannot afford to get married, nor is she confident wants to be. However, certain events transpire that cause her great fear of being alone, and she finds herself needing the blanket of safety and security a spouse can bring as well as the benefits the perception of marriage affords women in Korean society. This is why Seung Joo decides to hire a man to be a stand-in husband, and the man she chooses is Oh Jak Doo. This drama depicts the process of Han Seung Joo, the materialistic protagonist, meeting Oh Jak Doo, the innocent stand-in husband, and finding true love and happiness.","Action,Thriller,Mystery,Drama",,Kim Kang Woo Oh Jak Doo / Oh HyukMain RoleUee Han Seung JooMain RoleJung Sang Hoon Eric Cho / Cho Bong SikMain RoleHan Sun Hwa Jang Eun JoMain RoleJungSoo Young Park Kyung Sook [Seung Joo’s friend]Support RolePark Min Ji Kwon Se Mi [Seung Joo’s friend]Support Role,Netflix SubscriptionViki  Kocowa Subscription,,Saturday,,,,,
Grand Prince,2018,https://i.mydramalist.com/244yEc.jpg?v=1,Grand Prince,South Korea,20,,"TV Chosun,Viki",60 min,15+ - Teens 15 or older,7.8,1983,1245,"6,488","Centered around one woman who gets caught up in a bloody romance with two princes. This drama tells the story of a man who would kill even his younger brother to have the object of his love, the woman who wants to keep the world at a distance, and the intense desires and pure feelings that they experience. Bromance between the royal brothers intertwines with both love and hate. There is a fierce rivalry among the women of the royalty in claiming the ultimate position of queen. 
The young woman, named Sung Ja Hyun, is beloved by all and is the daughter of a prestigious government official. She’s so famous for her beauty that she has prospective suitors lined up from all over the country vying for her hand. She’s inherited her scholarly father’s personality; she possesses a strong sense of compassion and righteousness, and tackles things with passion.","Thriller,Mystery,Drama",,Joo Sang Wook Lee Kang Prince Jin YangMain RoleJin Se Yeon Sung Ja HyunMain RoleYoon Shi Yoon Lee Hwi [Prince Eun Sung]Main RoleLee Yeon Kyung Court Lady YeonSupport RoleJang In Sub Doh Jeong gookSupport RoleYeom Dong Hun Court MinisterJeongSupport Role,Viki  ,,"Saturday, Sunday",,,,,
